CREDORA;DEVEDORA;CICLO REFERÊNCIA;PERÍODO DE TRÁFEGO;POI;TIPO RELATÓRIO;REMUNERACAO;DESCRITOR;GH;CHAMADAS;DURAÇÃO;TARIFA;VALOR LÍQUIDO;PIS/COFINS;VALOR ICMS;TOTAL(R$);TOTAL_REAL (R$);OPERATION TYPE;EOT
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;59;171,5;0,00423;0,72;0,03;0;0,75;;F;292
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;1127;1945,6;0,00425;8,26;0,32;0;8,58;;F;192
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;245;184,6;0,00423;0,77;0,03;0;0,8;;F;292
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;20211;40907,8;0,01275;521,55;19,75;0;541,3;;F;208
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;4;16;0,01499;0,24;0,01;0;0,25;;M;F03
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;1312;1351,8;0,01275;17,24;0,65;0;17,89;;F;098
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;17;11,1;0,00441;0,05;0;0;0,05;;F;048
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TLENV;N;7;4,8;0,01686;0,08;0;0;0,08;;M;J24
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;759;1774,2;0,00423;7,51;0,28;0;7,79;;F;271
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;9;9;0,01275;0,11;0;0;0,11;;F;281
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;10663;31575,9;0,01275;402,6;15,26;0;417,86;;F;271
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;3724;6343,5;0,01275;80,91;3,07;0;83,98;;F;031
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;4;11,6;0,01499;0,17;0,01;0;0,18;;M;G74
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;476;470,1;0,01275;5,99;0,24;0;6,23;;F;095
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;258;636,4;0,00605;3,85;0,15;0;4;;F;232
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;33;116,2;0,00423;0,49;0,02;0;0,51;;F;232
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;411;1165;0,01275;14,85;0,57;0;15,42;;F;091
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;61;72,1;0,00608;0,44;0,02;0;0,46;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;356;644,6;0,01275;8,22;0,31;0;8,53;;F;251
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;124;238,6;0,00425;1,02;0,03;0;1,05;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;5589;20252,5;0,00423;85,67;3,24;0;88,91;;F;086
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;1787;1669,8;0,00608;10,15;0,38;0;10,53;;F;047
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;6357;18050;0,00425;76,7;2,91;0;79,61;;F;265
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;13475;42906,5;0,01275;547,05;20,71;0;567,76;;F;048
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;16273;25841,2;0,01275;329,49;12,49;0;341,98;;F;247
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;36409;92504,4;0,00608;562,41;21,3;0;583,71;;F;067
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;218;234,8;0,01275;2,99;0,11;0;3,1;;F;047
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;24;46,9;0,00424;0,2;0,01;0;0,21;;F;242
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;30;66,8;0,01275;0,85;0,03;0;0,88;;M;F01
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;4;36;0,01686;0,61;0,02;0;0,63;;M;H96
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;14;11,3;0,01499;0,17;0;0;0,17;;M;020
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;3;3,7;0,01275;0,05;0;0;0,05;;M;J32
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TLENV;N;40;121,9;0,01499;1,83;0,07;0;1,9;;M;E99
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;332;842,1;0,00423;3,55;0,13;0;3,68;;F;221
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;598;2381,6;0,00605;14,41;0,55;0;14,96;;F;027
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;2394;10366,8;0,00423;43,84;1,66;0;45,5;;F;083
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;44;48,5;0,00605;0,29;0,01;0;0,3;;F;298
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;79;95,4;0,00631;0,6;0,02;0;0,62;;F;035
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;46;62,7;0,01275;0,8;0,04;0;0,84;;F;298
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;2569;2641,4;0,01275;33,69;1,26;0;34,95;;F;051
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;1127;4250,1;0,00423;17,98;0,68;0;18,66;;F;071
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;8;4,2;0,00605;0,02;0;0;0,02;;F;091
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;167;366,5;0,01275;4,68;0,17;0;4,85;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;4689;3972,4;0,00608;24,15;0,91;0;25,06;;F;160
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;1279;1299,3;0,00605;7,86;0,29;0;8,15;;F;098
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;40;121,9;0,01275;1,56;0,06;0;1,62;;M;E99
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;2;1;0,01275;0,01;0;0;0,01;;M;904
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TLENV;N;6;8,3;0,01686;0,14;0,01;0;0,15;;M;J55
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;R;1;3,5;0,01049;0,04;0;0;0,04;;M;901
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;35684;199807,6;0,01275;2547,56;96,52;0;2644,08;;F;086
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;4;2,1;0,00441;0,01;0;0;0,01;;F;035
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;474;467,4;0,00605;2,82;0,11;0;2,93;;F;095
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;1;6,7;0,01499;0,1;0;0;0,1;;M;F01
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;17564;22814,2;0,00631;143,96;5,46;0;149,42;;F;035
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;1098;2365,4;0,00425;10,05;0,38;0;10,43;;F;294
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TLENV;N;1;6;0,01686;0,1;0;0;0,1;;M;903
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;9715;49565,8;0,00605;299,88;11,36;0;311,24;;F;085
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;8402;25569;0,00425;108,67;4,12;0;112,79;;F;067
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;57;150,5;0,00423;0,64;0,02;0;0,66;;F;232
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;1530;1364,1;0,01275;17,4;0,66;0;18,06;;F;251
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;1189;2905,7;0,01275;37,04;1,41;0;38,45;;F;031
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;19741;26346,1;0,00608;160,19;6,07;0;166,26;;F;051
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;476;1385,3;0,01275;17,67;0,68;0;18,35;;F;035
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;1043;4177,9;0,00423;17,67;0,66;0;18,33;;F;285
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;64844;249899,4;0,01275;3186,2;120,7;0;3306,9;;F;071
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;201;466,2;0,00423;1,97;0,08;0;2,05;;F;031
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;2467;5291,6;0,01275;67,46;2,55;0;70,01;;F;051
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;622;2484,8;0,01275;31,67;1,2;0;32,87;;F;027
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;19908;70848,2;0,00423;299,69;11,35;0;311,04;;F;083
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;789;1582,6;0,00608;9,62;0,37;0;9,99;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;57;114,1;0,00425;0,48;0,02;0;0,5;;F;255
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;6;8,3;0,01275;0,11;0;0;0,11;;M;J55
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;127;73,7;0,00425;0,31;0,01;0;0,32;;F;160
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;1;2,5;0,01275;0,03;0;0;0,03;;M;I48
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;73053;152637,8;0,01275;1946,14;73,71;0;2019,85;;F;081
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;1700;6623,6;0,00423;28,01;1,06;0;29,07;;F;084
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;17937;61343,9;0,00605;371,13;14,06;0;385,19;;F;084
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;394;602,2;0,00605;3,65;0,14;0;3,79;;F;227
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;3;4,1;0,01275;0,05;0;0;0,05;;M;H96
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;196;242,3;0,00425;1,04;0,03;0;1,07;;F;251
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;219;369,4;0,00631;2,33;0,09;0;2,42;;F;048
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;11519;33909;0,00605;205,14;7,77;0;212,91;;F;208
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;3260;9640,3;0,01275;122,91;4,66;0;127,57;;F;271
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;1495;5088,6;0,00423;21,52;0,81;0;22,33;;F;079
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;2715;16554,8;0,00423;70,03;2,65;0;72,68;;F;021
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;1;0,7;0,01275;0,01;0;0;0,01;;M;902
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;142;468,7;0,00423;1,98;0,07;0;2,05;;F;271
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;44;23,4;0,01275;0,3;0,01;0;0,31;;M;020
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;82;87,7;0,00608;0,54;0,02;0;0,56;;F;251
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;283;839,5;0,01275;10,7;0,4;0;11,1;;F;160
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;17;13,5;0,00425;0,06;0;0;0,06;;F;251
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;1;1,1;0,00423;0;0;0;0;;F;291
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;1087;1286,3;0,01275;16,42;0,61;0;17,03;;F;081
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;23;54,9;0,00423;0,23;0,01;0;0,24;;F;232
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;129;566,5;0,01275;7,23;0,27;0;7,5;;F;291
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;7;5,1;0,00425;0,03;0;0;0,03;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;1076;4083,7;0,00608;24,83;0,94;0;25,77;;F;247
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;201;429,3;0,01275;5,48;0,2;0;5,68;;F;159
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;47;104,8;0,00425;0,45;0,02;0;0,47;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;18;44,3;0,01275;0,56;0,02;0;0,58;;M;F04
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;38908;99890;0,01275;1273,61;48,23;0;1321,84;;F;049
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;1146;2606,4;0,00605;15,77;0,59;0;16,36;;F;031
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;19887;25720,6;0,01275;327,93;12,4;0;340,33;;F;035
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;19071;53888,5;0,01275;687,08;26,03;0;713,11;;F;041
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;19;13,8;0,01275;0,17;0;0;0,17;;F;092
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;370;1232,9;0,00605;7,46;0,28;0;7,74;;F;232
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;184;881,4;0,00423;3,72;0,14;0;3,86;;F;286
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;2;6,4;0,01686;0,11;0;0;0,11;;M;903
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;20;35,4;0,01499;0,53;0,02;0;0,55;;M;901
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;166125;753316,5;0,00605;4557,55;172,65;0;4730,2;;F;084
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;34412;71703,5;0,01275;914,27;34,63;0;948,9;;F;005
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;4999;13716,2;0,01275;174,89;6,63;0;181,52;;F;031
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;24;103,2;0,00423;0,43;0,01;0;0,44;;F;227
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;201813;785015,5;0,00608;4772,88;180,8;0;4953,68;;F;065
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;581;1380,1;0,00608;8,41;0,31;0;8,72;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;2;1,3;0,00425;0,01;0;0;0,01;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;10770;28740,4;0,00608;174,74;6,63;0;181,37;;F;094
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;1;0,5;0,01275;0,01;0;0;0,01;;M;E99
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;150;87;0,00425;0,38;0,01;0;0,39;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;16;45,4;0,01275;0,58;0,02;0;0,6;;M;F04
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;33272;68403,8;0,00605;413,82;15,66;0;429,48;;F;005
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;74;92,8;0,01275;1,18;0,05;0;1,23;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;2;2,7;0,00423;0,01;0;0;0,01;;F;295
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;46441;145926,4;0,00608;887,24;33,61;0;920,85;;F;065
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;12100;37331,6;0,01275;475,97;18,02;0;493,99;;F;208
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;12;32,1;0,01686;0,54;0,02;0;0,56;;M;902
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;21;38,8;0,01275;0,5;0,02;0;0,52;;M;G74
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;5703;4890,7;0,00605;29,59;1,11;0;30,7;;F;021
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;15;13;0,01275;0,16;0;0;0,16;;M;020
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;207972;781450,3;0,00605;4727,77;179,1;0;4906,87;;F;079
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;12148;69214,3;0,00605;418,74;15,86;0;434,6;;F;008
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;1722;7754,2;0,00423;32,8;1,23;0;34,03;;F;221
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;11491;24027;0,01275;306,34;11,61;0;317,95;;F;061
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;1;0,5;0,00423;0;0;0;0;;F;K89
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;42;21;0,00605;0,12;0;0;0,12;;F;296
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;4448;11048;0,00425;46,95;1,78;0;48,73;;F;294
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;885;3218,3;0,00608;19,58;0,74;0;20,32;;F;047
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;6522;39914;0,00605;241,47;9,14;0;250,61;;F;285
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;7654;11868,3;0,01275;151,34;5,74;0;157,08;;F;251
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;18;36,5;0,00423;0,15;0,01;0;0,16;;F;291
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;7458;11626;0,00608;70,67;2,66;0;73,33;;F;251
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;96;78,8;0,00423;0,33;0,01;0;0,34;;F;091
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;9546;43269,2;0,01275;551,69;20,9;0;572,59;;F;071
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;2;3,6;0,01499;0,05;0;0;0,05;;M;F03
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;1474;1544,3;0,00631;9,73;0,37;0;10,1;;F;035
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;401;1601,2;0,00605;9,68;0,37;0;10,05;;F;232
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TLENV;N;2;1;0,01686;0,02;0;0;0,02;;M;904
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;45334;227050,5;0,01275;2894,9;109,66;0;3004,56;;F;085
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;9;5,3;0,01275;0,07;0;0;0,07;;F;091
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;41659;136185,4;0,01275;1736,37;65,78;0;1802,15;;F;094
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;21;38,9;0,01275;0,49;0,02;0;0,51;;M;901
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TLENV;N;16;45,4;0,01499;0,68;0,03;0;0,71;;M;F04
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;522;368,2;0,01275;4,71;0,17;0;4,88;;F;091
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;1188;4983,8;0,00605;30,15;1,14;0;31,29;;F;232
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;3417;17237,3;0,00423;72,92;2,76;0;75,68;;F;286
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;6914;41798,1;0,01275;532,94;20,19;0;553,13;;F;285
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;4;36;0,01275;0,46;0,02;0;0,48;;M;H96
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;94;97,2;0,01275;1,24;0,03;0;1,27;;F;251
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;2546;8049;0,01275;102,64;3,89;0;106,53;;F;031
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;25441;96382;0,01275;1228,87;46,55;0;1275,42;;F;085
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;23508;74887,8;0,00608;455,31;17,25;0;472,56;;F;047
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;50547;156302,6;0,01275;1992,87;75,49;0;2068,36;;F;065
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;2;2,8;0,01499;0,04;0;0;0,04;;M;901
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;836;1687,4;0,01275;21,51;0,81;0;22,32;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;18397;55361,6;0,00608;336,59;12,75;0;349,34;;F;065
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;6672;5816,6;0,00608;35,35;1,32;0;36,67;;F;041
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;3818;10348,4;0,01275;131,94;4,98;0;136,92;;F;021
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;178713;730990,6;0,01275;9320,13;353,06;0;9673,19;;F;083
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;223293;844805,2;0,01275;10771,26;408,05;0;11179,31;;F;065
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;R;1;0,5;0,0118;0,01;0;0;0,01;;M;903
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;8;21,6;0,01275;0,27;0,01;0;0,28;;M;F03
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TLENV;N;44;23,4;0,01499;0,35;0,01;0;0,36;;M;020
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;18169;58174,9;0,00605;351,95;13,33;0;365,28;;F;079
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;8;13,5;0,01275;0,17;0,01;0;0,18;;M;060
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;2694;9215,7;0,00423;38,98;1,48;0;40,46;;F;082
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;141;340,5;0,00423;1,43;0,06;0;1,49;;F;021
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;53;277,6;0,01275;3,54;0,13;0;3,67;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;2;3,6;0,01275;0,05;0;0;0,05;;M;F03
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;3645;8723,4;0,01275;111,23;4,22;0;115,45;;F;093
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;1541;6269,5;0,00423;26,52;1,01;0;27,53;;F;071
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;15027;57439,1;0,00605;347,51;13,16;0;360,67;;F;071
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;6;13,4;0,01275;0,17;0,01;0;0,18;;M;903
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TNENI;N;6822;5903,6;0,01275;75,28;2,84;0;78,12;;F;041
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;36;34,8;0,01275;0,44;0,01;0;0,45;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-M;TNENV;N;3;5,7;0,01686;0,1;0;0;0,1;;M;J24
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;3988;4753,7;0,00605;28,76;1,09;0;29,85;;F;098
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;33;49,5;0,00425;0,21;0;0;0,21;;F;247
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;N;930;1013,3;0,00631;6,39;0,25;0;6,64;;F;048
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;172584;710944,1;0,01275;9064,55;343,39;0;9407,94;;F;062
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;799;3753;0,00425;15,95;0,61;0;16,56;;F;047
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RIU-F;TLENI;N;1;1;0,01275;0,01;0;0;0,01;;M;F03
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;85263;370897,3;0,00608;2255,06;85,43;0;2340,49;;F;067
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;N;56;173,1;0,00608;1,06;0,04;0;1,1;;F;241
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TNENL;R;1778;5061,8;0,00425;21,51;0,82;0;22,33;;F;265
621;011;202607;202607;DAT.FIX.FX;00;TU-TX-RL;TLENL;R;16;30,7;0,00425;0,12;0;0;0,12;;F;241
