34,11,202603,202603,NKLA_0651,0, LENV,N,11,"27,4","0,01499","0,42","0,01",0,"0,43",0,M,430
34,11,202603,202603,ULA070134,0, LENV,N,2,"1,2","0,01499","0,02",0,0,"0,02",0,M,34
34,11,202603,202603,URAN_0902,0, LENV,N,5,"2,5","0,01499","0,04",0,0,"0,04",0,M,34
34,11,202603,202603,NSH34URA,0, LENV,N,3,"1,5","0,01499","0,03",0,0,"0,03",0,M,30
34,11,202603,202603,ULAN_1040,0, LENV,N,9,"6,2","0,01499","0,09",0,0,"0,09",0,M,30
34,11,202603,202603,ULAN_1041,0, LENV,R,10,"13,3","0,01049","0,14",0,0,"0,14",0,M,34
34,11,202603,202603,NSH34ULA,0, LENV,N,348,"273,2","0,01499","4,07","0,12",0,"4,19",0,M,430
34,11,202603,202603,ULAN_1041,0, LENV,N,275,"428,9","0,01499","6,45","0,22",0,"6,67",0,M,34
34,11,202603,202603,NKRA_0651,0, LENV,R,4,"42,7","0,01049","0,45","0,01",0,"0,46",0,M,430
34,11,202603,202603,ULAN_0902,0, LENV,N,6,3,"0,01499","0,05",0,0,"0,05",0,M,34
34,11,202603,202603,NSH34URA,0, LENV,R,8,"68,3","0,01049","0,72","0,02",0,"0,74",0,M,430
34,11,202603,202603,ULAN_1040,0, LENV,N,8,4,"0,01499","0,08",0,0,"0,08",0,M,430
34,11,202603,202603,NKLA_0651,0, LENV,R,1,68,"0,01049","0,71","0,02",0,"0,73",0,M,430
34,11,202603,202603,ULA070137,0, LENV,N,1,"0,5","0,01499","0,01",0,0,"0,01",0,M,34
34,11,202603,202603,NSH34URA,0, LENV,N,3,"1,5","0,01499","0,03",0,0,"0,03",0,M,76
34,11,202603,202603,ULAN_1040,0, LENV,N,21887,"13235,5","0,01499","198,39","7,45",0,"205,84",0,M,34
34,11,202603,202603,NURA_0901,0, LENV,N,1,"0,5","0,01499","0,01",0,0,"0,01",0,M,34
34,11,202603,202603,URA070134,0, LENV,N,3,"1,5","0,01499","0,03",0,0,"0,03",0,M,34
34,11,202603,202603,NSH34ULA,0, LENV,R,13,"15,1","0,01049","0,19",0,0,"0,19",0,M,430
34,11,202603,202603,ULAN_1035,0, LENV,N,5,"2,5","0,01499","0,05",0,0,"0,05",0,M,34
34,11,202603,202603,ULAN_1041,0, LENV,N,11,"17,7","0,01499","0,26",0,0,"0,26",0,M,430
34,11,202603,202603,NSH34ULA,0, LENV,N,3,"1,5","0,01499","0,03",0,0,"0,03",0,M,76
34,11,202603,202603,ULAN_1040,0, LENV,R,154,"311,5","0,01049","3,4","0,1",0,"3,5",0,M,34
34,11,202603,202603,NKRA_0651,0, LENV,N,10,"31,5","0,01499","0,48","0,01",0,"0,49",0,M,430
34,11,202603,202603,ULA070137,0, LENV,R,1,"0,5","0,01049","0,01",0,0,"0,01",0,M,34
34,11,202603,202603,NSH34URA,0, LENV,N,340,"247,9","0,01499","3,75","0,12",0,"3,87",0,M,430
34,11,202603,202603,ULAN_1040,0, LENV,N,5,"2,5","0,01499","0,05",0,0,"0,05",0,M,76
34,11,202603,202603,ULAN_1040,0, LENV,R,309,"697,2","0,01049","7,41","0,25",0,"7,66",0,M,34
34,11,202603,202603,NSH34URA,0, LENV,N,533,"430,7","0,01499","6,45","0,21",0,"6,66",0,M,430
34,11,202603,202603,ULAN_1040,0, LENV,N,2,1,"0,01499","0,02",0,0,"0,02",0,M,76
34,11,202603,202603,NSH34ULA,0, LENV,N,547,"537,2","0,01499","8,04","0,26",0,"8,3",0,M,430
34,11,202603,202603,NSH34URA,0, LENV,N,3,3,"0,01499","0,04",0,0,"0,04",0,M,30
34,11,202603,202603,ULAN_1040,0, LENV,N,17,"37,5","0,01499","0,56","0,01",0,"0,57",0,M,30
34,11,202603,202603,NSH34ULA,0, LENV,N,1,"0,9","0,01499","0,01",0,0,"0,01",0,M,30
34,11,202603,202603,ULAN_0902,0, LENV,N,1,"0,5","0,01499","0,01",0,0,"0,01",0,M,30
34,11,202603,202603,ULAN_1041,0, LENV,N,46,49,"0,01499","0,73","0,02",0,"0,75",0,M,34
34,11,202603,202603,NSH34URA,0, LENV,R,11,"6,5","0,01049","0,08",0,0,"0,08",0,M,430
34,11,202603,202603,ULAN_1040,0, LENV,N,8,4,"0,01499","0,07",0,0,"0,07",0,M,430
34,11,202603,202603,NSH34ULA,0, LENV,R,11,"5,8","0,01049","0,08",0,0,"0,08",0,M,430
34,11,202603,202603,NSH34URA,0, LENV,N,6,"7,7","0,01499","0,13",0,0,"0,13",0,M,76
34,11,202603,202603,ULAN_1040,0, LENV,N,30141,"23243,4","0,01499","348,34","13,14",0,"361,48",0,M,34
34,11,202603,202603,NSH34ULA,0, LENV,N,8,4,"0,01499","0,07",0,0,"0,07",0,M,76
