Credora;Devedora;Referencia;Trafego;POI;Rel;Descritor;Grupo Horario;Chamadas;Minutos;Tarifa;Valor Liquido;PIS/COFINS;ICMS;Valor Bruto
192;200;202607;202607;PAE.TRD.01;00;GS8L;N;43;258,2;0,00608;1,57;0,06;0;1,63
192;200;202607;202607;PAE.TRD.01;00;NENL;N;1064;1166,7;0,00608;7,09;0,27;0;7,36
192;200;202607;202607;PAE.TRD.01;00;NENL;R;17;59,4;0,00425;0,25;0,01;0;0,26
;;;;;01;;;1124;1484,3;;8,91;0,34;0;9,25
