B38;941;202607;202607;MGA-RC-1  ;00;LENL;N;1160;3216,2;0,000000;0,00;0,00;0,00;0,00
B38;941;202607;202607;MGA-RC-1  ;00;LENL;R;21;42,7;0,000000;0,00;0,00;0,00;0,00
B38;941;202607;202607;MGA-RC-1  ;00;NENL;N;110;252,9;0,006080;1,54;0,06;0,00;1,60
B38;941;202607;202607;MGA-RC-1  ;00;NENL;R;5;113,8;0,004260;0,48;0,02;0,00;0,50
B38;941;202607;202607;MGA-RC-1  ;00;NS8L;N;1;2,1;0,000000;0,00;0,00;0,00;0,00
B38;941;202607;202607;PVA_SC_5  ;00;LENL;N;4;2,1;0,000000;0,00;0,00;0,00;0,00
B38;941;202607;202607;PVA_SC_5  ;00;NENL;N;56;151,1;0,006080;0,92;0,03;0,00;0,95
B38;941;202607;202607;SNPVAI-001;00;LENL;N;24;83,5;0,000000;0,00;0,00;0,00;0,00
B38;941;202607;202607;SNPVAI-001;00;NS8L;N;2;2,5;0,000000;0,00;0,00;0,00;0,00
