EOT Credora;EOT Devedora;Periodo de Referencia;Periodo de Trafego;Ponto de Interconexao;Tipo Relatorio;Descritor de CDR;Grupo Horario;Chamadas;Duracao em Minutos;Tarifa Aplicavel;Valor Liquido;PIS/Cofins;Valor ICMS;Valor Bruto
774;011;202605;202605;NVA.OCO.01;0;NENL;N;26995;136935,9;0,00610;835,31;31,64;0,00;866,95
774;011;202605;202605;NVA.OCO.01;0;NENL;R;2700;16590,6;0,00427;70,84;2,68;0,00;73,52
