006;050;202607;202606;5105000P;00; LENV;N;2629;1675,10;0,016860;28,24;1,07;0,00;29,31;51;
006;050;202607;202606;5105000T;00; LENV;N;2765;1878,00;0,016860;31,66;1,20;0,00;32,86;51;
006;050;202607;202606;5105000V;00; LENV;N;2701;1758,30;0,016860;29,64;1,12;0,00;30,77;51;
006;050;202607;202606;51050013;00; LENV;N;2700;1709,50;0,016860;28,82;1,09;0,00;29,91;51;
006;050;202607;202606;5105001F;00; LENV;N;1;0,50;0,016860;0,01;0,00;0,00;0,01;51;
006;050;202607;202606;5105001G;00; LENV;N;8936;4647,90;0,016860;78,36;2,97;0,00;81,33;51;
006;050;202607;202606;5105001I;00; LENV;N;8842;4598,70;0,016860;77,53;2,94;0,00;80,47;51;
006;050;202607;202606;5105001K;00; LENV;N;9113;4732,90;0,016860;79,80;3,02;0,00;82,82;51;
006;050;202607;202607;5100101M;00; LENV;N;31950;20167,40;0,016860;340,02;12,88;0,00;352,90;51;
006;050;202607;202607;5100101O;00; LENV;N;32020;20115,60;0,016860;339,15;12,85;0,00;352,00;51;
006;050;202607;202607;5105000P;00; LENV;N;620208;365124,20;0,016860;6155,99;233,21;0,00;6389,20;51;
006;050;202607;202607;5105000T;00; LENV;N;616089;365216,80;0,016860;6157,56;233,26;0,00;6390,82;51;
006;050;202607;202607;5105000V;00; LENV;N;607464;349955,50;0,016860;5900,25;223,52;0,00;6123,77;51;
006;050;202607;202607;51050013;00; LENV;N;611050;351818,70;0,016860;5931,66;224,71;0,00;6156,37;51;
006;050;202607;202607;5105001F;00; LENV;N;702011;1717479,10;0,016860;28956,70;1096,96;0,00;30053,66;51;
006;050;202607;202607;5105001G;00; LENV;N;743489;1744413,80;0,016860;29410,82;1114,16;0,00;30524,98;51;
006;050;202607;202607;5105001I;00; LENV;N;768238;1755196,60;0,016860;29592,61;1121,05;0,00;30713,66;51;
006;050;202607;202607;5105001K;00; LENV;N;736740;1760595,10;0,016860;29683,63;1124,50;0,00;30808,13;51;
006;050;202607;202607;5121100R;00; LENV;N;5019;2731,30;0,016860;46,05;1,74;0,00;47,79;51;
006;050;202607;202607;5121100V;00; LENV;N;5226;2862,40;0,016860;48,26;1,83;0,00;50,09;51;
006;050;202607;202607;51211012;00; LENV;N;280;177,10;0,016860;2,99;0,11;0,00;3,10;51;
006;050;202607;202607;51217003;00; LENV;N;1;0,50;0,016860;0,01;0,00;0,00;0,01;51;
006;050;202607;202606;53050009;00; LENV;N;629;367,40;0,016860;6,19;0,23;0,00;6,43;53;
006;050;202607;202607;5300100I;00; LENV;N;9081;5855,80;0,016860;98,73;3,74;0,00;102,47;53;
006;050;202607;202607;53050005;00; LENV;N;1364;907,20;0,016860;15,30;0,58;0,00;15,87;53;
006;050;202607;202607;53050009;00; LENV;N;622206;1123462,50;0,016860;18941,58;717,56;0,00;19659,14;53;
006;050;202607;202607;53211007;00; LENV;N;286;155,20;0,016860;2,62;0,10;0,00;2,72;53;
006;050;202607;202606;5405000A;00; LENV;N;19;15,00;0,016860;0,25;0,01;0,00;0,26;54;
006;050;202607;202607;5400100S;00; LENV;N;43013;25043,20;0,016860;422,23;16,00;0,00;438,22;54;
006;050;202607;202607;5405000A;00; LENV;N;1381061;2459920,80;0,016860;41474,26;1571,16;0,00;43045,42;54;
006;050;202607;202607;54211002;00; LENV;N;2761;1486,20;0,016860;25,06;0,95;0,00;26,01;54;
006;050;202607;202606;5505000E;00; LENV;N;985;692,00;0,016860;11,67;0,44;0,00;12,11;55;
006;050;202607;202607;5500100I;00; LENV;N;18619;11438,60;0,016860;192,85;7,31;0,00;200,16;55;
006;050;202607;202607;55050007;00; LENV;N;18298;11536,70;0,016860;194,51;7,37;0,00;201,88;55;
006;050;202607;202607;55050009;00; LENV;N;18446;11642,20;0,016860;196,29;7,44;0,00;203,72;55;
006;050;202607;202607;5505000E;00; LENV;N;1156092;2295248,60;0,016860;38697,89;1465,98;0,00;40163,87;55;
006;050;202607;202607;55211005;00; LENV;N;1844;1038,90;0,016860;17,52;0,66;0,00;18,18;55;
006;050;202607;202606;5105000P;00; LENV;R;38;50,90;0,016860;0,86;0,03;0,00;0,89;51;
006;050;202607;202606;5105000T;00; LENV;R;27;35,70;0,016860;0,60;0,02;0,00;0,62;51;
006;050;202607;202606;5105000V;00; LENV;R;39;55,20;0,016860;0,93;0,04;0,00;0,97;51;
006;050;202607;202606;51050013;00; LENV;R;21;21,40;0,016860;0,36;0,01;0,00;0,37;51;
006;050;202607;202607;5100101M;00; LENV;R;213;167,80;0,016860;2,83;0,11;0,00;2,94;51;
006;050;202607;202607;5100101O;00; LENV;R;202;154,80;0,016860;2,61;0,10;0,00;2,71;51;
006;050;202607;202607;5105000P;00; LENV;R;3418;3256,30;0,016860;54,90;2,08;0,00;56,98;51;
006;050;202607;202607;5105000T;00; LENV;R;3411;2796,10;0,016860;47,14;1,79;0,00;48,93;51;
006;050;202607;202607;5105000V;00; LENV;R;3407;3061,60;0,016860;51,62;1,96;0,00;53,57;51;
006;050;202607;202607;51050013;00; LENV;R;3444;3099,00;0,016860;52,25;1,98;0,00;54,23;51;
006;050;202607;202607;5105001F;00; LENV;R;107936;424413,70;0,016860;7155,61;271,07;0,00;7426,69;51;
006;050;202607;202607;5105001G;00; LENV;R;110089;429752,70;0,016860;7245,63;274,48;0,00;7520,11;51;
006;050;202607;202607;5105001I;00; LENV;R;114245;435222,00;0,016860;7337,84;277,98;0,00;7615,82;51;
006;050;202607;202607;5105001K;00; LENV;R;110078;442147,90;0,016860;7454,61;282,40;0,00;7737,01;51;
006;050;202607;202606;53050009;00; LENV;R;1;0,70;0,016860;0,01;0,00;0,00;0,01;53;
006;050;202607;202607;5300100I;00; LENV;R;103;73,60;0,016860;1,24;0,05;0,00;1,29;53;
006;050;202607;202607;53050005;00; LENV;R;4;2,00;0,016860;0,03;0,00;0,00;0,03;53;
006;050;202607;202607;53050009;00; LENV;R;73355;323774,40;0,016860;5458,84;206,80;0,00;5665,63;53;
006;050;202607;202606;5405000A;00; LENV;R;1;0,50;0,016860;0,01;0,00;0,00;0,01;54;
006;050;202607;202607;5400100S;00; LENV;R;228;204,00;0,016860;3,44;0,13;0,00;3,57;54;
006;050;202607;202607;5405000A;00; LENV;R;138228;479875,60;0,016860;8090,70;306,50;0,00;8397,20;54;
006;050;202607;202606;5505000E;00; LENV;R;4;2,00;0,016860;0,03;0,00;0,00;0,03;55;
006;050;202607;202607;5500100I;00; LENV;R;233;175,00;0,016860;2,95;0,11;0,00;3,06;55;
006;050;202607;202607;55050007;00; LENV;R;285;211,80;0,016860;3,57;0,14;0,00;3,71;55;
006;050;202607;202607;55050009;00; LENV;R;312;204,70;0,016860;3,45;0,13;0,00;3,58;55;
006;050;202607;202607;5505000E;00; LENV;R;152160;575209,70;0,016860;9698,04;367,39;0,00;10065,42;55;
006;050;202607;202607;5105001E;00; LSAV;N;3097;3720,10;0,016860;62,72;2,38;0,00;65,10;51;
006;050;202607;202607;5105001H;00; LSAV;N;1036;1538,10;0,016860;25,93;0,98;0,00;26,91;51;
006;050;202607;202607;5105001J;00; LSAV;N;937;1787,40;0,016860;30,14;1,14;0,00;31,28;51;
006;050;202607;202607;5300100K;00; LSAV;N;5;3,70;0,016860;0,06;0,00;0,00;0,06;53;
006;050;202607;202607;5305000A;00; LSAV;N;640;758,90;0,016860;12,80;0,48;0,00;13,28;53;
006;050;202607;202607;5405000A;00; LSAV;N;802;1460,60;0,016860;24,63;0,93;0,00;25,56;54;
006;050;202607;202607;5500100M;00; LSAV;N;2;2,00;0,016860;0,03;0,00;0,00;0,03;55;
006;050;202607;202607;5505000D;00; LSAV;N;84;312,30;0,016860;5,27;0,20;0,00;5,46;55;
006;050;202607;202607;5105001E;00; LSAV;R;730;914,70;0,016860;15,42;0,58;0,00;16,01;51;
006;050;202607;202607;5105001H;00; LSAV;R;252;441,40;0,016860;7,44;0,28;0,00;7,72;51;
006;050;202607;202607;5105001J;00; LSAV;R;283;443,00;0,016860;7,47;0,28;0,00;7,75;51;
006;050;202607;202607;5300100K;00; LSAV;R;2;1,40;0,016860;0,02;0,00;0,00;0,02;53;
006;050;202607;202607;5305000A;00; LSAV;R;316;724,30;0,016860;12,21;0,46;0,00;12,67;53;
006;050;202607;202607;5405000A;00; LSAV;R;157;449,90;0,016860;7,59;0,29;0,00;7,87;54;
006;050;202607;202607;5505000D;00; LSAV;R;13;47,50;0,016860;0,80;0,03;0,00;0,83;55;
;;;;;01;;;9622014;17562239,70;;296099,34;11217,05;0,00;307316,35;;
014;010;202607;202606;11010026;00; LENV;N;36;34,20;0,017790;0,61;0,02;0,00;0,63;11;
014;010;202607;202606;11010028;00; LENV;N;27;21,90;0,017790;0,39;0,01;0,00;0,40;11;
014;010;202607;202606;1101002B;00; LENV;N;42;66,10;0,017790;1,18;0,04;0,00;1,22;11;
014;010;202607;202606;1101002D;00; LENV;N;4432;3665,80;0,017790;65,21;2,47;0,00;67,69;11;
014;010;202607;202606;1101002F;00; LENV;N;4492;3654,50;0,017790;65,01;2,46;0,00;67,48;11;
014;010;202607;202606;1101002H;00; LENV;N;4386;3870,90;0,017790;68,86;2,61;0,00;71,47;11;
014;010;202607;202606;1101002N;00; LENV;N;3607;2918,40;0,017790;51,92;1,97;0,00;53,89;11;
014;010;202607;202606;1101002P;00; LENV;N;3649;3339,60;0,017790;59,41;2,25;0,00;61,66;11;
014;010;202607;202606;1101002Q;00; LENV;N;3628;3293,20;0,017790;58,59;2,22;0,00;60,81;11;
014;010;202607;202607;1100700Q;00; LENV;N;1;0,50;0,017790;0,01;0,00;0,00;0,01;11;
014;010;202607;202607;11010026;00; LENV;N;58282;66463,00;0,017790;1182,38;44,79;0,00;1227,17;11;
014;010;202607;202607;11010028;00; LENV;N;56849;65425,00;0,017790;1163,91;44,09;0,00;1208,00;11;
014;010;202607;202607;1101002B;00; LENV;N;58062;65439,60;0,017790;1164,17;44,10;0,00;1208,27;11;
014;010;202607;202607;1101002D;00; LENV;N;2592614;6431602,80;0,017790;114418,21;4334,47;0,00;118752,69;11;
014;010;202607;202607;1101002F;00; LENV;N;2614727;6472987,60;0,017790;115154,45;4362,36;0,00;119516,81;11;
014;010;202607;202607;1101002H;00; LENV;N;2620049;6515402,30;0,017790;115909,01;4390,95;0,00;120299,96;11;
014;010;202607;202607;1101002N;00; LENV;N;2358795;6239298,40;0,017790;110997,12;4204,87;0,00;115201,99;11;
014;010;202607;202607;1101002P;00; LENV;N;2381891;6260704,50;0,017790;111377,93;4219,30;0,00;115597,23;11;
014;010;202607;202607;1101002Q;00; LENV;N;2377179;6257141,40;0,017790;111314,55;4216,90;0,00;115531,44;11;
014;010;202607;202607;110110KL;00; LENV;N;1310;850,10;0,017790;15,12;0,57;0,00;15,70;11;
014;010;202607;202607;110110KR;00; LENV;N;1302;823,90;0,017790;14,66;0,56;0,00;15,21;11;
014;010;202607;202607;110110KY;00; LENV;N;1320;828,70;0,017790;14,74;0,56;0,00;15,30;11;
014;010;202607;202607;110110L4;00; LENV;N;1276;784,00;0,017790;13,95;0,53;0,00;14,48;11;
014;010;202607;202607;110110LA;00; LENV;N;1302;878,70;0,017790;15,63;0,59;0,00;16,22;11;
014;010;202607;202607;110110LG;00; LENV;N;1303;904,00;0,017790;16,08;0,61;0,00;16,69;11;
014;010;202607;202607;11143002;00; LENV;N;32;22,60;0,017790;0,40;0,02;0,00;0,42;11;
014;010;202607;202607;11143004;00; LENV;N;31;23,10;0,017790;0,41;0,02;0,00;0,43;11;
014;010;202607;202607;11143006;00; LENV;N;37;24,00;0,017790;0,43;0,02;0,00;0,44;11;
014;010;202607;202607;11212002;00; LENV;N;85;62,60;0,017790;1,11;0,04;0,00;1,16;11;
014;010;202607;202607;11212004;00; LENV;N;72;59,90;0,017790;1,07;0,04;0,00;1,11;11;
014;010;202607;202607;11212006;00; LENV;N;64;37,20;0,017790;0,66;0,03;0,00;0,69;11;
014;010;202607;202607;11212008;00; LENV;N;2382;3271,00;0,017790;58,19;2,20;0,00;60,40;11;
014;010;202607;202607;1121200A;00; LENV;N;2406;3185,80;0,017790;56,68;2,15;0,00;58,82;11;
014;010;202607;202607;1121200B;00; LENV;N;2466;3315,30;0,017790;58,98;2,23;0,00;61,21;11;
014;010;202607;202607;1121200H;00; LENV;N;2290;3174,60;0,017790;56,48;2,14;0,00;58,62;11;
014;010;202607;202607;1121200L;00; LENV;N;2410;3231,80;0,017790;57,49;2,18;0,00;59,67;11;
