CREDORA;DEVEDORA;REFERENCIA;PERIODO_TRAFEGO;POI;TIPO_RELATORIO;DESCRITOR;GRUPO_HORARIO;CHAMADAS;MINUTOS;TARIFA;VALOR_LIQUIDO;VALOR_PIS_COFINS;VALOR_ICMS;VALOR_TOTAL;
034;044;202607;;;01;;;140;0,00;;7,00;0,27;0,00;7,27;
034;045;202607;202607;MERVIV01;00;SENS;N;1;0,0;0,05000;0,05;0,00;0,00;0,05;
034;045;202607;202607;MERVIV01;00;SENS;N;1;0,0;0,05000;0,05;0,00;0,00;0,05;
034;045;202607;202607;MERVIV02;00;SENS;N;32;0,0;0,05000;1,60;0,06;0,00;1,66;
034;045;202607;202607;MERVIV02;00;SENS;N;1;0,0;0,05000;0,05;0,00;0,00;0,05;
034;045;202607;202607;MERVIV02;00;SENS;N;4;0,0;0,05000;0,20;0,01;0,00;0,21;
034;045;202607;202607;MERVIV02;00;SENS;N;2;0,0;0,05000;0,10;0,00;0,00;0,10;
034;045;202607;202607;MERVIV02;00;SENS;N;2;0,0;0,05000;0,10;0,00;0,00;0,10;
034;045;202607;202607;MERVIV02;00;SENS;N;1;0,0;0,05000;0,05;0,00;0,00;0,05;
034;045;202607;202607;MERVIV02;00;SENS;R;42;0,0;0,05000;2,10;0,08;0,00;2,18;
034;045;202607;;;01;;;86;0,00;;4,30;0,15;0,00;4,45;
034;050;202607;202607;MERVIV01;00;SENS;N;25;0,0;0,05000;1,25;0,05;0,00;1,30;
034;050;202607;202607;MERVIV01;00;SENS;N;5;0,0;0,05000;0,25;0,01;0,00;0,26;
034;050;202607;202607;MERVIV01;00;SENS;R;4;0,0;0,05000;0,20;0,01;0,00;0,21;
034;050;202607;202607;MERVIV02;00;SENS;N;66;0,0;0,05000;3,30;0,12;0,00;3,42;
034;050;202607;202607;MERVIV02;00;SENS;N;21;0,0;0,05000;1,05;0,04;0,00;1,09;
034;050;202607;202607;MERVIV02;00;SENS;R;12;0,0;0,05000;0,60;0,02;0,00;0,62;
034;050;202607;;;01;;;133;0,00;;6,65;0,25;0,00;6,90;
034;056;202607;202607;MERVIV01;00;SENS;N;1;0,0;0,05000;0,05;0,00;0,00;0,05;
034;056;202607;202607;MERVIV02;00;SENS;N;4;0,0;0,05000;0,20;0,01;0,00;0,21;
034;056;202607;;;01;;;5;0,00;;0,25;0,01;0,00;0,26;
034;060;202607;202607;MERVIV01;00;SENS;N;26;0,0;0,05000;1,30;0,05;0,00;1,35;
034;060;202607;202607;MERVIV01;00;SENS;N;9;0,0;0,05000;0,45;0,02;0,00;0,47;
034;060;202607;202607;MERVIV01;00;SENS;R;12;0,0;0,05000;0,60;0,02;0,00;0,62;
034;060;202607;202607;MERVIV02;00;SENS;N;47;0,0;0,05000;2,35;0,09;0,00;2,44;
034;060;202607;202607;MERVIV02;00;SENS;R;19;0,0;0,05000;0,95;0,04;0,00;0,99;
034;060;202607;202607;MERVIV02;00;SENS;R;2;0,0;0,05000;0,10;0,00;0,00;0,10;
034;060;202607;;;01;;;115;0,00;;5,75;0,22;0,00;5,97;
034;064;202607;202607;MERVIV01;00;SENS;N;11;0,0;0,05000;0,55;0,02;0,00;0,57;
034;064;202607;202607;MERVIV01;00;SENS;R;5;0,0;0,05000;0,25;0,01;0,00;0,26;
034;064;202607;202607;MERVIV02;00;SENS;N;40;0,0;0,05000;2,00;0,08;0,00;2,08;
034;064;202607;202607;MERVIV02;00;SENS;R;25;0,0;0,05000;1,25;0,05;0,00;1,30;
034;064;202607;;;01;;;81;0,00;;4,05;0,16;0,00;4,21;
034;066;202607;202607;MERVIV01;00;SENS;R;3;0,0;0,05000;0,15;0,01;0,00;0,16;
034;066;202607;202607;MERVIV02;00;SENS;N;143;0,0;0,05000;7,15;0,27;0,00;7,42;
034;066;202607;202607;MERVIV02;00;SENS;R;56;0,0;0,05000;2,80;0,11;0,00;2,91;
034;066;202607;;;01;;;202;0,00;;10,10;0,39;0,00;10,49;
034;068;202607;202607;MERVIV01;00;SENS;N;143;0,0;0,05000;7,15;0,27;0,00;7,42;
034;068;202607;202607;MERVIV01;00;SENS;N;1;0,0;0,05000;0,05;0,00;0,00;0,05;
034;068;202607;202607;MERVIV01;00;SENS;R;25;0,0;0,05000;1,25;0,05;0,00;1,30;
034;068;202607;202607;MERVIV02;00;SENS;N;624;0,0;0,05000;31,20;1,18;0,00;32,38;
034;068;202607;202607;MERVIV02;00;SENS;N;3;0,0;0,05000;0,15;0,01;0,00;0,16;
034;068;202607;202607;MERVIV02;00;SENS;N;2;0,0;0,05000;0,10;0,00;0,00;0,10;
034;068;202607;202607;MERVIV02;00;SENS;N;4;0,0;0,05000;0,20;0,01;0,00;0,21;
034;068;202607;202607;MERVIV02;00;SENS;R;163;0,0;0,05000;8,15;0,31;0,00;8,46;
034;068;202607;202607;MERVIV02;00;SENS;R;40;0,0;0,05000;2,00;0,08;0,00;2,08;
034;068;202607;;;01;;;1005;0,00;;50,25;1,91;0,00;52,16;
034;070;202607;202607;MERVIV01;00;SENS;N;47;0,0;0,05000;2,35;0,09;0,00;2,44;
034;070;202607;202607;MERVIV01;00;SENS;R;4;0,0;0,05000;0,20;0,01;0,00;0,21;
034;070;202607;202607;MERVIV02;00;SENS;N;469;0,0;0,05000;23,45;0,89;0,00;24,34;
034;070;202607;202607;MERVIV02;00;SENS;R;129;0,0;0,05000;6,45;0,24;0,00;6,69;
034;070;202607;202607;MERVIV02;00;SENS;R;5;0,0;0,05000;0,25;0,01;0,00;0,26;
034;070;202607;;;01;;;654;0,00;;32,70;1,24;0,00;33,94;
034;078;202607;202607;MERVIV01;00;SENS;N;2;0,0;0,05000;0,10;0,00;0,00;0,10;
034;078;202607;202607;MERVIV01;00;SENS;R;1;0,0;0,05000;0,05;0,00;0,00;0,05;
034;078;202607;202607;MERVIV02;00;SENS;N;16;0,0;0,05000;0,80;0,03;0,00;0,83;
034;078;202607;202607;MERVIV02;00;SENS;R;21;0,0;0,05000;1,05;0,04;0,00;1,09;
034;078;202607;;;01;;;40;0,00;;2,00;0,07;0,00;2,07;
034;452;202607;202607;MERVIV02;00;SENS;N;262;0,0;0,05000;13,10;0,50;0,00;13,60;
034;452;202607;202607;MERVIV02;00;SENS;R;106;0,0;0,05000;5,30;0,20;0,00;5,50;
034;452;202607;;;01;;;368;0,00;;18,40;0,70;0,00;19,10;
034;453;202607;202607;MERVIV01;00;SENS;N;1;0,0;0,05000;0,05;0,00;0,00;0,05;
034;453;202607;202607;MERVIV02;00;SENS;N;53;0,0;0,05000;2,65;0,10;0,00;2,75;
034;453;202607;202607;MERVIV02;00;SENS;R;27;0,0;0,05000;1,35;0,05;0,00;1,40;
034;453;202607;;;01;;;81;0,00;;4,05;0,15;0,00;4,20;
034;454;202607;202607;MERVIV02;00;SENS;N;7;0,0;0,05000;0,35;0,01;0,00;0,36;
034;454;202607;202607;MERVIV02;00;SENS;R;1;0,0;0,05000;0,05;0,00;0,00;0,05;
034;454;202607;;;01;;;8;0,00;;0,40;0,01;0,00;0,41;
034;455;202607;202607;MERVIV01;00;SENS;N;1;0,0;0,05000;0,05;0,00;0,00;0,05;
034;455;202607;202607;MERVIV01;00;SENS;R;4;0,0;0,05000;0,20;0,01;0,00;0,21;
034;455;202607;202607;MERVIV02;00;SENS;N;45;0,0;0,05000;2,25;0,09;0,00;2,34;
034;455;202607;202607;MERVIV02;00;SENS;N;6;0,0;0,05000;0,30;0,01;0,00;0,31;
034;455;202607;202607;MERVIV02;00;SENS;R;17;0,0;0,05000;0,85;0,03;0,00;0,88;
034;455;202607;;;01;;;73;0,00;;3,65;0,14;0,00;3,79;
034;456;202607;202607;MERVIV01;00;SENS;N;4;0,0;0,05000;0,20;0,01;0,00;0,21;
034;456;202607;202607;MERVIV01;00;SENS;R;2;0,0;0,05000;0,10;0,00;0,00;0,10;
034;456;202607;202607;MERVIV02;00;SENS;N;3;0,0;0,05000;0,15;0,01;0,00;0,16;
034;456;202607;;;01;;;9;0,00;;0,45;0,02;0,00;0,47;
034;457;202607;202607;MERVIV02;00;SENS;N;12;0,0;0,05000;0,60;0,02;0,00;0,62;
034;457;202607;202607;MERVIV02;00;SENS;R;11;0,0;0,05000;0,55;0,02;0,00;0,57;
034;457;202607;;;01;;;23;0,00;;1,15;0,04;0,00;1,19;
325;003;202607;202607;MERVIV01;00;SENS;N;5;0,0;0,05000;0,25;0,01;0,00;0,26;
325;003;202607;202607;MERVIV02;00;SENS;N;35;0,0;0,05000;1,75;0,07;0,00;1,82;
325;003;202607;202607;MERVIV02;00;SENS;R;3;0,0;0,05000;0,15;0,01;0,00;0,16;
325;003;202607;;;01;;;43;0,00;;2,15;0,09;0,00;2,24;
325;004;202607;202607;MERVIV01;00;SENS;R;1;0,0;0,05000;0,05;0,00;0,00;0,05;
325;004;202607;202607;MERVIV02;00;SENS;N;126;0,0;0,05000;6,30;0,24;0,00;6,54;
325;004;202607;202607;MERVIV02;00;SENS;R;4;0,0;0,05000;0,20;0,01;0,00;0,21;
325;004;202607;;;01;;;131;0,00;;6,55;0,25;0,00;6,80;
325;010;202607;202607;MERVIV01;00;SENS;N;1;0,0;0,05000;0,05;0,00;0,00;0,05;
325;010;202607;202607;MERVIV01;00;SENS;N;24;0,0;0,05000;1,20;0,05;0,00;1,25;
325;010;202607;202607;MERVIV01;00;SENS;N;1;0,0;0,05000;0,05;0,00;0,00;0,05;
325;010;202607;202607;MERVIV01;00;SENS;N;15618;0,0;0,05000;780,90;29,58;0,00;810,48;
325;010;202607;202607;MERVIV01;00;SENS;N;2;0,0;0,05000;0,10;0,00;0,00;0,10;
325;010;202607;202607;MERVIV01;00;SENS;N;1;0,0;0,05000;0,05;0,00;0,00;0,05;
325;010;202607;202607;MERVIV01;00;SENS;N;11;0,0;0,05000;0,55;0,02;0,00;0,57;
325;010;202607;202607;MERVIV01;00;SENS;R;3190;0,0;0,05000;159,50;6,04;0,00;165,54;
325;010;202607;202607;MERVIV01;00;SENS;R;8;0,0;0,05000;0,40;0,02;0,00;0,42;
325;010;202607;202607;MERVIV01;00;SENS;R;6;0,0;0,05000;0,30;0,01;0,00;0,31;
325;010;202607;202607;MERVIV02;00;SENS;N;1;0,0;0,05000;0,05;0,00;0,00;0,05;
325;010;202607;202607;MERVIV02;00;SENS;N;7;0,0;0,05000;0,35;0,01;0,00;0,36;
325;010;202607;202607;MERVIV02;00;SENS;N;1;0,0;0,05000;0,05;0,00;0,00;0,05;
325;010;202607;202607;MERVIV02;00;SENS;N;4319;0,0;0,05000;215,95;8,18;0,00;224,13;
325;010;202607;202607;MERVIV02;00;SENS;N;104;0,0;0,05000;5,20;0,20;0,00;5,40;
325;010;202607;202607;MERVIV02;00;SENS;R;979;0,0;0,05000;48,95;1,85;0,00;50,80;
325;010;202607;202607;MERVIV02;00;SENS;R;14;0,0;0,05000;0,70;0,03;0,00;0,73;
325;010;202607;;;01;;;24287;0,00;;1214,35;45,99;0,00;1260,34;
325;020;202607;202607;MERVIV01;00;SENS;N;1030;0,0;0,05000;51,50;1,95;0,00;53,45;
325;020;202607;202607;MERVIV01;00;SENS;R;455;0,0;0,05000;22,75;0,86;0,00;23,61;
325;020;202607;202607;MERVIV02;00;SENS;N;6788;0,0;0,05000;339,40;12,86;0,00;352,26;
325;020;202607;202607;MERVIV02;00;SENS;R;987;0,0;0,05000;49,35;1,87;0,00;51,22;
325;020;202607;;;01;;;9260;0,00;;463,00;17,54;0,00;480,54;
325;026;202607;202607;MERVIV01;00;SENS;N;499;0,0;0,05000;24,95;0,95;0,00;25,90;
325;026;202607;202607;MERVIV01;00;SENS;R;30;0,0;0,05000;1,50;0,06;0,00;1,56;
325;026;202607;202607;MERVIV02;00;SENS;N;890;0,0;0,05000;44,50;1,69;0,00;46,19;
325;026;202607;202607;MERVIV02;00;SENS;R;79;0,0;0,05000;3,95;0,15;0,00;4,10;
