CREDORA;DEVEDORA;REFERENCIA;PERIODO_TRAFEGO;POI;TIPO_RELATORIO;DESCRITOR;GRUPO_HORARIO;CHAMADAS;MINUTOS;TARIFA;VALOR_LIQUIDO;VALOR_PIS_COFINS;VALOR_ICMS;VALOR_TOTAL;VALOR_TOTAL_REAL;OPERATOR_TYPE;EOT_CREDORA
012;020;202607;202607;SPOX_9655;00;1LENI;D;19;134,1;0,00787;1,06;0,04;0,00;1,10;0,00;M;351
012;020;202607;202607;SPOX_9655;00;1LENI;N;11;68,5;0,00787;0,54;0,02;0,00;0,56;0,00;M;351
012;020;202607;202607;SPOX_9655;00;1LENI;R;2;2,0;0,00787;0,02;0,00;0,00;0,02;0,00;M;351
012;020;202607;202607;SPOX_9655;00;1LENI;S;1;0,5;0,00787;0,00;0,00;0,00;0,00;0,00;M;351
012;020;202607;202607;SPO_10151;00;1LENI;D;4;13,8;0,00787;0,11;0,00;0,00;0,11;0,00;M;351
012;020;202607;202607;SPO_10151;00;1LENI;R;1;0,5;0,00787;0,00;0,00;0,00;0,00;0,00;M;351
012;020;202607;202607;SPO_10151;00;1LENI;S;1;0,5;0,00787;0,00;0,00;0,00;0,00;0,00;M;351
012;020;202607;202607;SPO_10155;00;1LENI;D;3;4,4;0,00787;0,03;0,00;0,00;0,03;0,00;M;351
012;020;202607;202607;SPO_10155;00;1LENI;N;3;2,9;0,00787;0,02;0,00;0,00;0,02;0,00;M;351
012;020;202607;202607;SPO_11401;00;1LENI;D;2;4,0;0,00787;0,03;0,00;0,00;0,03;0,00;M;351
012;020;202607;202607;SPO_11401;00;1LENI;N;4;2,5;0,00787;0,02;0,00;0,00;0,02;0,00;M;351
012;020;202607;202607;SPO_11401;00;1LENI;S;2;3,0;0,00787;0,02;0,00;0,00;0,02;0,00;M;351
012;020;202607;202607;SPO_11404;00;1LENI;D;3;13,6;0,00787;0,11;0,00;0,00;0,11;0,00;M;351
012;020;202607;202607;SPO_11404;00;1LENI;N;3;22,1;0,00787;0,17;0,01;0,00;0,18;0,00;M;351
012;020;202607;202607;SPO_11404;00;1LENI;S;2;3,2;0,00787;0,03;0,00;0,00;0,03;0,00;M;351
012;020;202607;202607;SPO_11460;00;1LENI;D;23206;70033,3;0,00787;551,16;20,88;0,00;572,04;0,00;M;351
012;020;202607;202607;SPO_11460;00;1LENI;N;13923;41990,5;0,00787;330,47;12,52;0,00;342,99;0,00;M;351
012;020;202607;202607;SPO_11460;00;1LENI;R;2495;8648,3;0,00787;68,06;2,58;0,00;70,64;0,00;M;351
012;020;202607;202607;SPO_11460;00;1LENI;S;145;334,5;0,00787;2,63;0,10;0,00;2,73;0,00;M;351
012;020;202607;202607;SPO_11461;00;1LENI;N;1;1,2;0,00787;0,01;0,00;0,00;0,01;0,00;M;351
012;020;202607;202607;ULAX_4759;00;1LENI;D;3;2,5;0,00787;0,02;0,00;0,00;0,02;0,00;M;018
012;020;202607;202607;ULAX_4759;00;1LENI;D;1;0,9;0,00787;0,01;0,00;0,00;0,01;0,00;M;020
012;020;202607;202607;ULAX_4759;00;1LENI;D;5;4,8;0,00787;0,04;0,00;0,00;0,04;0,00;M;421
012;020;202607;202607;ULAX_4759;00;1LENI;N;1;0,5;0,00787;0,00;0,00;0,00;0,00;0,00;M;018
012;020;202607;202607;ULAX_4759;00;1LENI;N;2;4,0;0,00787;0,03;0,00;0,00;0,03;0,00;M;421
012;020;202607;;;01;;;39844;121296,60;;954,59;36,15;0,00;990,74;0,00;;
012;026;202607;202607;SPOX_9655;00;1LENI;D;1;1,5;0,00787;0,01;0,00;0,00;0,01;0,00;M;319
012;026;202607;202607;SPO_10151;00;1LENI;N;2;3,1;0,00787;0,02;0,00;0,00;0,02;0,00;M;319
012;026;202607;202607;SPO_10155;00;1LENI;D;1;1,4;0,00787;0,01;0,00;0,00;0,01;0,00;M;319
012;026;202607;202607;SPO_10155;00;1LENI;N;1;2,1;0,00787;0,02;0,00;0,00;0,02;0,00;M;319
012;026;202607;202607;SPO_14636;00;1LENI;D;59;92,4;0,00787;0,73;0,03;0,00;0,76;0,00;M;319
012;026;202607;202607;SPO_14636;00;1LENI;N;41;45,7;0,00787;0,36;0,01;0,00;0,37;0,00;M;319
012;026;202607;202607;SPO_14636;00;1LENI;R;6;7,8;0,00787;0,06;0,00;0,00;0,06;0,00;M;319
012;026;202607;202607;SPO_14637;00;1LENI;D;48;72,6;0,00787;0,57;0,02;0,00;0,59;0,00;M;319
012;026;202607;202607;SPO_14637;00;1LENI;N;31;45,4;0,00787;0,36;0,01;0,00;0,37;0,00;M;319
012;026;202607;202607;SPO_14637;00;1LENI;R;8;9,9;0,00787;0,08;0,00;0,00;0,08;0,00;M;319
012;026;202607;;;01;;;198;281,90;;2,22;0,07;0,00;2,29;0,00;;
012;030;202607;202605;ULAX_4758;00;1LENI;R;3;3,6;0,00787;0,03;0,00;0,00;0,03;0,00;M;035
012;030;202607;202606;ULAX_4758;00;1LENI;D;1;1,1;0,00787;0,01;0,00;0,00;0,01;0,00;M;035
012;030;202607;202606;ULAX_4758;00;1LENI;D;1;1,9;0,00787;0,01;0,00;0,00;0,01;0,00;M;355
012;030;202607;202606;ULAX_4765;00;1LENI;D;2;4,1;0,00787;0,03;0,00;0,00;0,03;0,00;M;035
012;030;202607;202607;FACX_0068;00;1LENI;D;1;6,4;0,00787;0,05;0,00;0,00;0,05;0,00;M;035
012;030;202607;202607;FACX_0068;00;1LENI;D;1;8,1;0,00787;0,06;0,00;0,00;0,06;0,00;M;355
012;030;202607;202607;FACX_0248;00;1LENI;D;1;2,2;0,00787;0,02;0,00;0,00;0,02;0,00;M;035
012;030;202607;202607;FACX_0248;00;1LENI;N;1;1,7;0,00787;0,01;0,00;0,00;0,01;0,00;M;035
012;030;202607;202607;FACX_5042;00;1LENI;D;25;52,0;0,00787;0,41;0,02;0,00;0,43;0,00;M;035
012;030;202607;202607;FACX_5042;00;1LENI;D;1;1,1;0,00787;0,01;0,00;0,00;0,01;0,00;M;355
012;030;202607;202607;FACX_5042;00;1LENI;N;32;40,8;0,00787;0,32;0,01;0,00;0,33;0,00;M;035
012;030;202607;202607;FACX_5042;00;1LENI;R;16;18,7;0,00787;0,15;0,01;0,00;0,16;0,00;M;035
012;030;202607;202607;FACX_5043;00;1LENI;N;1;0,6;0,00787;0,00;0,00;0,00;0,00;0,00;M;035
012;030;202607;202607;FACX_5070;00;1LENI;D;7474;19633,9;0,00787;154,52;5,85;0,00;160,37;0,00;M;035
012;030;202607;202607;FACX_5070;00;1LENI;D;8;17,2;0,00787;0,14;0,01;0,00;0,15;0,00;M;232
012;030;202607;202607;FACX_5070;00;1LENI;D;122684;371717,1;0,00787;2925,41;110,82;0,00;3036,23;0,00;M;355
012;030;202607;202607;FACX_5070;00;1LENI;D;18;28,3;0,00787;0,22;0,01;0,00;0,23;0,00;M;931
012;030;202607;202607;FACX_5070;00;1LENI;D;93;148,4;0,00787;1,17;0,04;0,00;1,21;0,00;M;934
012;030;202607;202607;FACX_5070;00;1LENI;N;6672;16120,4;0,00787;126,87;4,81;0,00;131,68;0,00;M;035
012;030;202607;202607;FACX_5070;00;1LENI;N;62946;147310,4;0,00787;1159,33;43,92;0,00;1203,25;0,00;M;355
012;030;202607;202607;FACX_5070;00;1LENI;N;19;54,7;0,00787;0,43;0,02;0,00;0,45;0,00;M;931
012;030;202607;202607;FACX_5070;00;1LENI;N;19;17,6;0,00787;0,14;0,01;0,00;0,15;0,00;M;934
012;030;202607;202607;FACX_5070;00;1LENI;R;4476;11948,8;0,00787;94,04;3,56;0,00;97,60;0,00;M;035
012;030;202607;202607;FACX_5070;00;1LENI;R;8624;15248,1;0,00787;120,00;4,55;0,00;124,55;0,00;M;355
012;030;202607;202607;FACX_5070;00;1LENI;R;3;7,4;0,00787;0,06;0,00;0,00;0,06;0,00;M;931
012;030;202607;202607;FACX_5070;00;1LENI;S;1417;4623,0;0,00787;36,38;1,38;0,00;37,76;0,00;M;035
012;030;202607;202607;FACX_5070;00;1LENI;S;474;587,3;0,00787;4,62;0,18;0,00;4,80;0,00;M;355
012;030;202607;202607;FACX_5071;00;1LENI;N;1;1,3;0,00787;0,01;0,00;0,00;0,01;0,00;M;355
012;030;202607;202607;FACX_5075;00;1LENI;D;1;11,1;0,00787;0,09;0,00;0,00;0,09;0,00;M;035
012;030;202607;202607;FACX_5080;00;1LENI;D;4065;7028,5;0,00787;55,31;2,10;0,00;57,41;0,00;M;355
012;030;202607;202607;FACX_5080;00;1LENI;N;2855;4518,3;0,00787;35,56;1,35;0,00;36,91;0,00;M;355
012;030;202607;202607;FACX_5080;00;1LENI;R;959;1491,7;0,00787;11,74;0,44;0,00;12,18;0,00;M;355
012;030;202607;202607;FACX_5080;00;1LENI;S;39;28,6;0,00787;0,23;0,01;0,00;0,24;0,00;M;355
012;030;202607;202607;FACX_5101;00;1LENI;D;1;4,0;0,00787;0,03;0,00;0,00;0,03;0,00;M;355
012;030;202607;202607;FACX_5101;00;1LENI;N;4;11,8;0,00787;0,09;0,00;0,00;0,09;0,00;M;355
012;030;202607;202607;FACX_5101;00;1LENI;R;1;1,1;0,00787;0,01;0,00;0,00;0,01;0,00;M;355
012;030;202607;202607;FACX_5135;00;1LENI;D;3;15,3;0,00787;0,12;0,00;0,00;0,12;0,00;M;355
012;030;202607;202607;FACX_5135;00;1LENI;N;1;0,5;0,00787;0,00;0,00;0,00;0,00;0,00;M;035
012;030;202607;202607;FACX_5135;00;1LENI;N;4;17,6;0,00787;0,14;0,01;0,00;0,15;0,00;M;355
012;030;202607;202607;FACX_6176;00;1LENI;D;9;13,6;0,00787;0,11;0,00;0,00;0,11;0,00;M;035
012;030;202607;202607;FACX_6176;00;1LENI;D;11;15,5;0,00787;0,12;0,00;0,00;0,12;0,00;M;355
012;030;202607;202607;FACX_6176;00;1LENI;N;3;5,5;0,00787;0,04;0,00;0,00;0,04;0,00;M;035
012;030;202607;202607;FACX_6176;00;1LENI;N;4;6,4;0,00787;0,05;0,00;0,00;0,05;0,00;M;355
012;030;202607;202607;FACX_6176;00;1LENI;R;4;9,8;0,00787;0,08;0,00;0,00;0,08;0,00;M;035
012;030;202607;202607;FACX_6176;00;1LENI;R;2;2,7;0,00787;0,02;0,00;0,00;0,02;0,00;M;355
012;030;202607;202607;FACX_6176;00;1LENI;S;2;1,0;0,00787;0,01;0,00;0,00;0,01;0,00;M;355
012;030;202607;202607;SPOX_0346;00;1LENI;D;1;1,1;0,00787;0,01;0,00;0,00;0,01;0,00;M;035
012;030;202607;202607;SPOX_9655;00;1LENI;D;5;4,6;0,00787;0,04;0,00;0,00;0,04;0,00;M;035
012;030;202607;202607;SPOX_9655;00;1LENI;D;13;29,4;0,00787;0,23;0,01;0,00;0,24;0,00;M;355
012;030;202607;202607;SPOX_9655;00;1LENI;N;3;5,2;0,00787;0,04;0,00;0,00;0,04;0,00;M;035
012;030;202607;202607;SPOX_9655;00;1LENI;N;11;35,5;0,00787;0,28;0,01;0,00;0,29;0,00;M;355
012;030;202607;202607;SPOX_9655;00;1LENI;R;2;3,1;0,00787;0,02;0,00;0,00;0,02;0,00;M;355
012;030;202607;202607;SPOX_9655;00;1LENI;S;1;0,5;0,00787;0,00;0,00;0,00;0,00;0,00;M;355
012;030;202607;202607;SPO_10151;00;1LENI;D;2;3,3;0,00787;0,03;0,00;0,00;0,03;0,00;M;035
012;030;202607;202607;SPO_10151;00;1LENI;D;4;16,1;0,00787;0,13;0,00;0,00;0,13;0,00;M;355
012;030;202607;202607;SPO_10151;00;1LENI;N;1;0,5;0,00787;0,00;0,00;0,00;0,00;0,00;M;035
012;030;202607;202607;SPO_10151;00;1LENI;N;5;16,1;0,00787;0,13;0,00;0,00;0,13;0,00;M;355
012;030;202607;202607;SPO_10155;00;1LENI;D;3;6,1;0,00787;0,05;0,00;0,00;0,05;0,00;M;355
012;030;202607;202607;SPO_10155;00;1LENI;N;2;5,4;0,00787;0,04;0,00;0,00;0,04;0,00;M;035
012;030;202607;202607;SPO_10155;00;1LENI;N;7;33,1;0,00787;0,26;0,01;0,00;0,27;0,00;M;355
012;030;202607;202607;SPO_11401;00;1LENI;D;2;8,4;0,00787;0,07;0,00;0,00;0,07;0,00;M;035
012;030;202607;202607;SPO_11401;00;1LENI;D;8;27,4;0,00787;0,22;0,01;0,00;0,23;0,00;M;355
012;030;202607;202607;SPO_11401;00;1LENI;N;3;33,7;0,00787;0,27;0,01;0,00;0,28;0,00;M;355
012;030;202607;202607;SPO_11401;00;1LENI;R;3;2,8;0,00787;0,02;0,00;0,00;0,02;0,00;M;355
012;030;202607;202607;SPO_11404;00;1LENI;D;2;1,9;0,00787;0,01;0,00;0,00;0,01;0,00;M;035
012;030;202607;202607;SPO_11404;00;1LENI;D;9;14,1;0,00787;0,11;0,00;0,00;0,11;0,00;M;355
012;030;202607;202607;SPO_11407;00;1LENI;D;10;63,4;0,00787;0,50;0,02;0,00;0,52;0,00;M;035
012;030;202607;202607;SPO_11407;00;1LENI;N;0;0,1;0,00787;0,00;0,00;0,00;0,00;0,00;M;035
012;030;202607;202607;ULAX_0226;00;1LENI;D;25079;50943,9;0,00787;400,93;15,19;0,00;416,12;0,00;M;355
012;030;202607;202607;ULAX_0226;00;1LENI;N;14265;26505,8;0,00787;208,60;7,90;0,00;216,50;0,00;M;355
012;030;202607;202607;ULAX_0226;00;1LENI;R;2797;4607,1;0,00787;36,26;1,37;0,00;37,63;0,00;M;355
012;030;202607;202607;ULAX_0226;00;1LENI;S;285;524,1;0,00787;4,12;0,16;0,00;4,28;0,00;M;355
012;030;202607;202607;ULAX_2826;00;1LENI;D;16;40,2;0,00787;0,32;0,01;0,00;0,33;0,00;M;B86
012;030;202607;202607;ULAX_2826;00;1LENI;D;3;1,9;0,00787;0,01;0,00;0,00;0,01;0,00;M;C02
012;030;202607;202607;ULAX_2826;00;1LENI;D;76;120,6;0,00787;0,95;0,04;0,00;0,99;0,00;M;K78
012;030;202607;202607;ULAX_2826;00;1LENI;N;1;0,5;0,00787;0,00;0,00;0,00;0,00;0,00;M;934
012;030;202607;202607;ULAX_2826;00;1LENI;N;9;21,9;0,00787;0,17;0,01;0,00;0,18;0,00;M;B86
012;030;202607;202607;ULAX_2826;00;1LENI;N;1;0,5;0,00787;0,00;0,00;0,00;0,00;0,00;M;C02
012;030;202607;202607;ULAX_2826;00;1LENI;N;59;82,3;0,00787;0,65;0,02;0,00;0,67;0,00;M;K78
012;030;202607;202607;ULAX_2826;00;1LENI;R;1;0,6;0,00787;0,00;0,00;0,00;0,00;0,00;M;321
012;030;202607;202607;ULAX_2826;00;1LENI;R;27;24,4;0,00787;0,19;0,01;0,00;0,20;0,00;M;K78
012;030;202607;202607;ULAX_4610;00;1LENI;D;17;14,1;0,00787;0,11;0,00;0,00;0,11;0,00;M;031
012;030;202607;202607;ULAX_4610;00;1LENI;D;8;83,1;0,00787;0,65;0,02;0,00;0,67;0,00;M;205
012;030;202607;202607;ULAX_4610;00;1LENI;D;1;1,1;0,00787;0,01;0,00;0,00;0,01;0,00;M;232
012;030;202607;202607;ULAX_4610;00;1LENI;D;997;1095,8;0,00787;8,62;0,33;0,00;8,95;0,00;M;355
012;030;202607;202607;ULAX_4610;00;1LENI;D;24;39,4;0,00787;0,31;0,01;0,00;0,32;0,00;M;C02
012;030;202607;202607;ULAX_4610;00;1LENI;N;13;9,2;0,00787;0,07;0,00;0,00;0,07;0,00;M;031
012;030;202607;202607;ULAX_4610;00;1LENI;N;2;10,3;0,00787;0,08;0,00;0,00;0,08;0,00;M;205
012;030;202607;202607;ULAX_4610;00;1LENI;N;561;549,5;0,00787;4,32;0,16;0,00;4,48;0,00;M;355
012;030;202607;202607;ULAX_4610;00;1LENI;N;18;21,7;0,00787;0,17;0,01;0,00;0,18;0,00;M;C02
012;030;202607;202607;ULAX_4610;00;1LENI;R;30;43,9;0,00787;0,35;0,01;0,00;0,36;0,00;M;031
012;030;202607;202607;ULAX_4610;00;1LENI;R;1;9,4;0,00787;0,07;0,00;0,00;0,07;0,00;M;205
012;030;202607;202607;ULAX_4610;00;1LENI;R;1;8,9;0,00787;0,07;0,00;0,00;0,07;0,00;M;232
012;030;202607;202607;ULAX_4610;00;1LENI;R;87;66,7;0,00787;0,52;0,02;0,00;0,54;0,00;M;355
012;030;202607;202607;ULAX_4610;00;1LENI;R;26;13,0;0,00787;0,10;0,00;0,00;0,10;0,00;M;C02
012;030;202607;202607;ULAX_4610;00;1LENI;S;8;12,5;0,00787;0,10;0,00;0,00;0,10;0,00;M;031
012;030;202607;202607;ULAX_4610;00;1LENI;S;8;5,1;0,00787;0,04;0,00;0,00;0,04;0,00;M;355
012;030;202607;202607;ULAX_4721;00;1LENI;D;49790;134192,5;0,00787;1056,09;40,01;0,00;1096,10;0,00;M;034
012;030;202607;202607;ULAX_4721;00;1LENI;D;38462;70838,9;0,00787;557,50;21,12;0,00;578,62;0,00;M;035
012;030;202607;202607;ULAX_4721;00;1LENI;D;103476;254119,6;0,00787;1999,92;75,76;0,00;2075,68;0,00;M;355
012;030;202607;202607;ULAX_4721;00;1LENI;N;42241;137071,3;0,00787;1078,75;40,87;0,00;1119,62;0,00;M;034
012;030;202607;202607;ULAX_4721;00;1LENI;N;26685;48443,0;0,00787;381,25;14,44;0,00;395,69;0,00;M;035
012;030;202607;202607;ULAX_4721;00;1LENI;N;56143;122427,9;0,00787;963,51;36,50;0,00;1000,01;0,00;M;355
012;030;202607;202607;ULAX_4721;00;1LENI;R;15848;66453,6;0,00787;522,99;19,81;0,00;542,80;0,00;M;034
012;030;202607;202607;ULAX_4721;00;1LENI;R;5904;12954,0;0,00787;101,95;3,86;0,00;105,81;0,00;M;035
012;030;202607;202607;ULAX_4721;00;1LENI;R;6780;12008,3;0,00787;94,51;3,58;0,00;98,09;0,00;M;355
012;030;202607;202607;ULAX_4721;00;1LENI;S;952;3460,5;0,00787;27,23;1,03;0,00;28,26;0,00;M;034
012;030;202607;202607;ULAX_4721;00;1LENI;S;195;189,8;0,00787;1,49;0,06;0,00;1,55;0,00;M;035
012;030;202607;202607;ULAX_4721;00;1LENI;S;423;670,8;0,00787;5,28;0,20;0,00;5,48;0,00;M;355
012;030;202607;202607;ULAX_4725;00;1LENI;D;617;1694,7;0,00787;13,34;0,51;0,00;13,85;0,00;M;035
012;030;202607;202607;ULAX_4725;00;1LENI;N;202;487,7;0,00787;3,84;0,15;0,00;3,99;0,00;M;035
012;030;202607;202607;ULAX_4725;00;1LENI;R;1;0,5;0,00787;0,00;0,00;0,00;0,00;0,00;M;035
012;030;202607;202607;ULAX_4728;00;1LENI;D;48436;129556,5;0,00787;1019,61;38,63;0,00;1058,24;0,00;M;034
012;030;202607;202607;ULAX_4728;00;1LENI;D;38849;71517,6;0,00787;562,84;21,32;0,00;584,16;0,00;M;035
012;030;202607;202607;ULAX_4728;00;1LENI;D;103780;252786,9;0,00787;1989,43;75,37;0,00;2064,80;0,00;M;355
012;030;202607;202607;ULAX_4728;00;1LENI;N;42519;140282,2;0,00787;1104,02;41,82;0,00;1145,84;0,00;M;034
012;030;202607;202607;ULAX_4728;00;1LENI;N;26047;47097,4;0,00787;370,66;14,04;0,00;384,70;0,00;M;035
012;030;202607;202607;ULAX_4728;00;1LENI;N;55608;121639,7;0,00787;957,30;36,27;0,00;993,57;0,00;M;355
012;030;202607;202607;ULAX_4728;00;1LENI;R;15944;64315,3;0,00787;506,16;19,18;0,00;525,34;0,00;M;034
012;030;202607;202607;ULAX_4728;00;1LENI;R;5940;12077,7;0,00787;95,05;3,60;0,00;98,65;0,00;M;035
012;030;202607;202607;ULAX_4728;00;1LENI;R;6772;11407,1;0,00787;89,77;3,40;0,00;93,17;0,00;M;355
012;030;202607;202607;ULAX_4728;00;1LENI;S;898;3288,3;0,00787;25,88;0,98;0,00;26,86;0,00;M;034
012;030;202607;202607;ULAX_4728;00;1LENI;S;214;258,2;0,00787;2,03;0,08;0,00;2,11;0,00;M;035
012;030;202607;202607;ULAX_4728;00;1LENI;S;437;624,5;0,00787;4,91;0,19;0,00;5,10;0,00;M;355
012;030;202607;202607;ULAX_4758;00;1LENI;D;182327;371240,4;0,00787;2921,66;110,69;0,00;3032,35;0,00;M;035
012;030;202607;202607;ULAX_4758;00;1LENI;D;62494;122274,1;0,00787;962,30;36,46;0,00;998,76;0,00;M;355
012;030;202607;202607;ULAX_4758;00;1LENI;N;110404;210362,6;0,00787;1655,55;62,72;0,00;1718,27;0,00;M;035
012;030;202607;202607;ULAX_4758;00;1LENI;N;39485;71809,2;0,00787;565,14;21,41;0,00;586,55;0,00;M;355
012;030;202607;202607;ULAX_4758;00;1LENI;R;25372;53048,1;0,00787;417,49;15,82;0,00;433,31;0,00;M;035
012;030;202607;202607;ULAX_4758;00;1LENI;R;9843;18074,1;0,00787;142,24;5,39;0,00;147,63;0,00;M;355
012;030;202607;202607;ULAX_4758;00;1LENI;S;2093;2802,7;0,00787;22,06;0,84;0,00;22,90;0,00;M;035
012;030;202607;202607;ULAX_4758;00;1LENI;S;541;656,6;0,00787;5,17;0,20;0,00;5,37;0,00;M;355
012;030;202607;202607;ULAX_4759;00;1LENI;D;1;1,3;0,00787;0,01;0,00;0,00;0,01;0,00;M;355
012;030;202607;202607;ULAX_4759;00;1LENI;R;1;9,4;0,00787;0,07;0,00;0,00;0,07;0,00;M;355
012;030;202607;202607;ULAX_4762;00;1LENI;D;415;891,7;0,00787;7,02;0,27;0,00;7,29;0,00;M;035
012;030;202607;202607;ULAX_4762;00;1LENI;D;1;0,7;0,00787;0,01;0,00;0,00;0,01;0,00;M;355
012;030;202607;202607;ULAX_4762;00;1LENI;N;264;668,4;0,00787;5,26;0,20;0,00;5,46;0,00;M;035
012;030;202607;202607;ULAX_4762;00;1LENI;R;42;145,2;0,00787;1,14;0,04;0,00;1,18;0,00;M;035
012;030;202607;202607;ULAX_4762;00;1LENI;S;5;6,1;0,00787;0,05;0,00;0,00;0,05;0,00;M;035
012;030;202607;202607;ULAX_4765;00;1LENI;D;173187;348982,3;0,00787;2746,49;104,05;0,00;2850,54;0,00;M;035
012;030;202607;202607;ULAX_4765;00;1LENI;D;58897;115041,0;0,00787;905,37;34,30;0,00;939,67;0,00;M;355
012;030;202607;202607;ULAX_4765;00;1LENI;N;107315;207261,7;0,00787;1631,15;61,80;0,00;1692,95;0,00;M;035
012;030;202607;202607;ULAX_4765;00;1LENI;N;37647;68290,8;0,00787;537,45;20,36;0,00;557,81;0,00;M;355
012;030;202607;202607;ULAX_4765;00;1LENI;R;25423;52104,0;0,00787;410,06;15,54;0,00;425,60;0,00;M;035
012;030;202607;202607;ULAX_4765;00;1LENI;R;9763;17261,3;0,00787;135,85;5,15;0,00;141,00;0,00;M;355
012;030;202607;202607;ULAX_4765;00;1LENI;S;2082;2679,2;0,00787;21,09;0,80;0,00;21,89;0,00;M;035
012;030;202607;202607;ULAX_4765;00;1LENI;S;510;559,1;0,00787;4,40;0,17;0,00;4,57;0,00;M;355
012;030;202607;;;01;;;1808775;4069993,00;;32030,79;1213,44;0,00;33244,23;0,00;;
012;044;202607;202607;FACX_0068;00;1LENI;N;1;6,0;0,00787;0,05;0,00;0,00;0,05;0,00;M;431
012;044;202607;202607;FACX_0068;00;1LENI;R;1;2,3;0,00787;0,02;0,00;0,00;0,02;0,00;M;431
012;044;202607;202607;FACX_5135;00;1LENI;D;1;1,8;0,00787;0,01;0,00;0,00;0,01;0,00;M;431
012;044;202607;202607;FACX_5135;00;1LENI;N;2;5,9;0,00787;0,05;0,00;0,00;0,05;0,00;M;431
012;044;202607;202607;FACX_5135;00;1LENI;R;1;3,9;0,00787;0,03;0,00;0,00;0,03;0,00;M;431
012;044;202607;202607;SPOX_0810;00;1LENI;N;1;2,5;0,00787;0,02;0,00;0,00;0,02;0,00;M;431
012;044;202607;202607;SPOX_9655;00;1LENI;D;4;15,7;0,00787;0,12;0,00;0,00;0,12;0,00;M;431
012;044;202607;202607;SPOX_9655;00;1LENI;S;1;0,5;0,00787;0,00;0,00;0,00;0,00;0,00;M;431
012;044;202607;202607;SPO_10151;00;1LENI;D;12;7,9;0,00787;0,06;0,00;0,00;0,06;0,00;M;431
012;044;202607;202607;SPO_10151;00;1LENI;N;3;1,5;0,00787;0,01;0,00;0,00;0,01;0,00;M;431
012;044;202607;202607;SPO_10155;00;1LENI;D;8;4,3;0,00787;0,03;0,00;0,00;0,03;0,00;M;431
012;044;202607;202607;SPO_10155;00;1LENI;N;5;3,6;0,00787;0,03;0,00;0,00;0,03;0,00;M;431
012;044;202607;202607;SPO_11181;00;1LENI;D;3;6,2;0,00787;0,05;0,00;0,00;0,05;0,00;M;431
012;044;202607;202607;SPO_11181;00;1LENI;N;1;0,5;0,00787;0,00;0,00;0,00;0,00;0,00;M;431
012;044;202607;202607;SPO_11181;00;1LENI;R;1;0,6;0,00787;0,00;0,00;0,00;0,00;0,00;M;431
012;044;202607;202607;SPO_11401;00;1LENI;D;7;30,6;0,00787;0,24;0,01;0,00;0,25;0,00;M;431
012;044;202607;202607;SPO_11401;00;1LENI;N;1;0,9;0,00787;0,01;0,00;0,00;0,01;0,00;M;431
012;044;202607;202607;SPO_11404;00;1LENI;N;4;2,8;0,00787;0,02;0,00;0,00;0,02;0,00;M;431
012;044;202607;202607;SPO_11404;00;1LENI;R;1;1,0;0,00787;0,01;0,00;0,00;0,01;0,00;M;431
012;044;202607;;;01;;;58;98,50;;0,76;0,01;0,00;0,77;0,00;;
012;045;202607;202605;SPO_10064;00;1LENI;D;1;0,5;0,00787;0,00;0,00;0,00;0,00;0,00;M;363
012;045;202607;202606;SPO_10064;00;1LENI;N;1;1,7;0,00787;0,01;0,00;0,00;0,01;0,00;M;363
012;045;202607;202607;FACX_5042;00;1LENI;N;1;1,1;0,00787;0,01;0,00;0,00;0,01;0,00;M;363
012;045;202607;202607;FACX_5135;00;1LENI;D;4;6,3;0,00787;0,05;0,00;0,00;0,05;0,00;M;363
012;045;202607;202607;FACX_5135;00;1LENI;N;2;4,5;0,00787;0,04;0,00;0,00;0,04;0,00;M;363
012;045;202607;202607;FACX_5135;00;1LENI;R;1;0,9;0,00787;0,01;0,00;0,00;0,01;0,00;M;363
012;045;202607;202607;FACX_6176;00;1LENI;D;1;0,9;0,00787;0,01;0,00;0,00;0,01;0,00;M;363
012;045;202607;202607;FACX_6176;00;1LENI;N;1;2,5;0,00787;0,02;0,00;0,00;0,02;0,00;M;363
012;045;202607;202607;SPOX_6698;00;1LENI;D;155;221,2;0,00787;1,74;0,07;0,00;1,81;0,00;M;047
012;045;202607;202607;SPOX_6698;00;1LENI;D;4;9,0;0,00787;0,07;0,00;0,00;0,07;0,00;M;247
012;045;202607;202607;SPOX_6698;00;1LENI;D;20;189,8;0,00787;1,49;0,06;0,00;1,55;0,00;M;258
012;045;202607;202607;SPOX_6698;00;1LENI;D;1;10,0;0,00787;0,08;0,00;0,00;0,08;0,00;M;917
012;045;202607;202607;SPOX_6698;00;1LENI;D;35;276,9;0,00787;2,18;0,08;0,00;2,26;0,00;M;948
012;045;202607;202607;SPOX_6698;00;1LENI;N;164;214,0;0,00787;1,68;0,06;0,00;1,74;0,00;M;047
012;045;202607;202607;SPOX_6698;00;1LENI;N;22;300,9;0,00787;2,37;0,09;0,00;2,46;0,00;M;258
012;045;202607;202607;SPOX_6698;00;1LENI;N;12;64,7;0,00787;0,51;0,02;0,00;0,53;0,00;M;948
012;045;202607;202607;SPOX_6698;00;1LENI;R;141;168,2;0,00787;1,32;0,05;0,00;1,37;0,00;M;047
012;045;202607;202607;SPOX_6698;00;1LENI;R;2;1,2;0,00787;0,01;0,00;0,00;0,01;0,00;M;247
