Credora;Devedora;Período de referência;Período de tráfego;POI;Tipo;Descritor;GH;Quantidade de chamadas;Duração;Tarifa;Valor líquido;Pis/Cofins;ICMS;Valor Bruto
M78;50;202607;202607;OI_RJ22;0;NENL;N;4;24,9;0,00605;0,15;0,01;0,03;0,19
M78;50;202607;202607;RJ_VV07;0;NENL;N;24;44,6;0,00605;0,27;0,01;0,06;0,34
M78;50;202607;202607;RJ_VV09;0;NENL;N;39;62,7;0,00605;0,38;0,01;0,08;0,47
M78;60;202607;202607;RJ_VV07;0;NENL;R;4;4,9;0,00423;0,02;0;0;0,02
M78;60;202607;202607;OI_RJ24;0;NENL;N;18;23,7;0,00605;0,14;0,01;0,03;0,18
M78;60;202607;202607;RJ_VV09;0;NENL;N;34;55,1;0,00605;0,33;0,01;0,07;0,41
M78;60;202607;202607;RJ_VV07;0;NENL;N;32;67,4;0,00605;0,41;0,01;0,09;0,51
M78;70;202607;202607;RJ22_OI01;0;NENL;N;9;8,1;0,00605;0,05;0;0,01;0,06
M78;70;202607;202607;RJ24_OI01;0;NENL;N;3;7,6;0,00605;0,05;0;0,01;0,06
M78;70;202607;202607;OI_RJ22;0;NENL;N;8;14,3;0,00605;0,09;0;0,02;0,11
M78;70;202607;202607;RJ_VV09;0;NENL;N;21;22,1;0,00605;0,13;0;0,03;0,16
M78;70;202607;202607;OI_RJ24;0;NENL;N;21;43,8;0,00605;0,26;0,01;0,06;0,33
M78;70;202607;202607;RJ_VV07;0;NENL;N;19;48,7;0,00605;0,29;0,01;0,06;0,36
